,composer,song_name,year,era
333,Clementi,piano_sonata_50_3_3_(c)soltau.mid,1821,Classical
334,Clementi,piano_sonata_50_3_2_(c)soltau.mid,1821,Classical
335,Chopin,mazurka_17_2_(c)yogore.MID,1822,Romantic
336,Chopin,mazurka_17_4_(c)yogore.MID,1822,Romantic
337,Schubert,schubert_piano_fantasy_C_major_D.760_Op.15_1st_movement.mid,1822,Romantic
338,Chopin,mazurka_17_3_(c)yogore.MID,1822,Romantic
339,Beethoven,12_bagattelles_119_(c)hisamori.mid,1822,Classical Romantic
340,Liszt,diabelli_variations_(c)halstead.mid,1822,Romantic 
341,Schubert,schubert_piano_fantasy_C_major_D.760_Op.15_2nd_movement.mid,1822,Romantic
342,Schubert,schubert_6moments_musicaux_D.780_Op.94_No.2.mid,1823,Romantic
343,Schubert,schubert_6moments_musicaux_D.780_Op.94_No.3.mid,1823,Romantic
344,Schubert,schubert_piano_sonata_A_minor_D.784_Op.143_1st_movement.mid,1823,Romantic
345,Schubert,schubert_6moments_musicaux_D.780_Op.94_No.6.mid,1823,Romantic
346,Schubert,schubert_6moments_musicaux_D.780_Op.94_No.5.mid,1823,Romantic
347,Schubert,schubert_6moments_musicaux_D.780_Op.94_No.4.mid,1823,Romantic
348,Beethoven,6_bagattelles_126_(c)hisamori.mid,1823,Classical Romantic
349,Schubert,schubert_6moments_musicaux_D.780_Op.94_No.1.mid,1823,Romantic
350,Schubert,schubert_piano_sonata_A_minor_D.784_Op.143_2nd_movement.mid,1823,Romantic
351,Schubert,schubert_piano_sonata_D_major_D.850_Op.53_2nd_movement.mid,1825,Romantic
352,Schubert,schubert_piano_sonata_D_major_D.850_Op.53_4th_movement.mid,1825,Romantic
353,Schubert,schubert_piano_sonata_D_major_D.850_Op.53_1st_movement.mid,1825,Romantic
354,Schubert,schubert_piano_sonata_D_major_D.850_Op.53_3rd_movement.mid,1825,Romantic
355,Liszt,liszt_etude_12_exercices_12_(c)yogore.mid,1826,Romantic 
356,Liszt,liszt_etude_12_exercices_4_(c)yogore.mid,1826,Romantic 
357,Liszt,liszt_etude_12_exercices_5_(c)yogore.mid,1826,Romantic 
358,Liszt,liszt_etude_12_exercices_2_(c)yogore.mid,1826,Romantic 
359,Liszt,liszt_etude_12_exercices_1_(c)yogore.mid,1826,Romantic 
360,Liszt,liszt_etude_12_exercices_10_(c)yogore.mid,1826,Romantic 
361,Liszt,liszt_etude_12_exercices_7_(c)yogore.mid,1826,Romantic 
362,Liszt,liszt_etude_12_exercices_9_(c)yogore.mid,1826,Romantic 
363,Liszt,liszt_etude_12_exercices_3_(c)yogore.mid,1826,Romantic 
364,Schubert,sonata_894_1_(c)bucknall.mid,1826,Romantic
365,Schubert,sonata_894_2_(c)bucknall.mid,1826,Romantic
366,Liszt,liszt_etude_12_exercices_11_(c)yogore.mid,1826,Romantic 
367,Schubert,sonata_894_3_(c)bucknall.mid,1826,Romantic
368,Liszt,liszt_etude_12_exercices_6_(c)yogore.mid,1826,Romantic 
369,Liszt,liszt_etude_12_exercices_8_(c)yogore.mid,1826,Romantic 
370,Schubert,sonata_894_4_(c)bucknall.mid,1826,Romantic
371,Schubert,schubert_4Impromptus_D.899_Op.90_No.1.mid,1827,Romantic
372,Schubert,schubert_4Impromptus_D.899_Op.90_No.2.mid,1827,Romantic
373,Schubert,schubert_4Impromptus_D.899_Op.90_No.4.mid,1827,Romantic
374,Schubert,schubert_4Impromptus_D.899_Op.90_No.3.mid,1827,Romantic
375,Schubert,schubert_piano_sonata_Bb_major_D.960_1st_movement 2.mid,1828,Romantic
376,Schubert,schubert_piano_sonata_C_minor_D.958_1st_Allegro 2.mid,1828,Romantic
377,Schubert,schubert_piano_sonata_C_minor_D.958_4th_Allegro 2.mid,1828,Romantic
378,Schubert,schubert_piano_sonata_Bb_major_D.960_3rd_movement 2.mid,1828,Romantic
379,Schumann,toccata_7_(c)siu.mid,1829,Romantic
380,Schumann,schumann_papillon_Op.2_No.7-12.mid,1829,Romantic
381,Schumann,schumann_papillon_Op.2_No.1.mid,1829,Romantic
382,Chopin,etude_10_12_(c)unknown.mid,1830,Romantic
383,Chopin,etude_10_9_(c)unknown.mid,1830,Romantic
384,Chopin,mazurka_68_2_(c)yogore.mid,1830,Romantic
385,Chopin,etude_10_6_(c)unknown.mid,1830,Romantic
386,Chopin,nocturne_9_2_(c)unknown.mid,1830,Romantic
387,Chopin,etude_25_12_(c)unknown.mid,1830,Romantic
388,Chopin,mazurka_6_2_(c)yogore.mid,1830,Romantic
389,Chopin,etude_10_1_(c)unknown.mid,1830,Romantic
390,Chopin,etude_10_11_(c)unknown.mid,1830,Romantic
391,Chopin,mazurka_7_2_(c)yogore.mid,1830,Romantic
392,Chopin,etude_25_6_(c)unknown.mid,1830,Romantic
393,Chopin,etude_25_9_(c)unknown.mid,1830,Romantic
394,Chopin,nocturne_9_3_(c)unknown.mid,1830,Romantic
395,Chopin,etude_10_5_(c)unknown.mid,1830,Romantic
396,Chopin,etude_25_7_(c)unknown.mid,1830,Romantic
397,Chopin,etude_25_11_(c)finley.mid,1830,Romantic
398,Chopin,etude_10_7_(c)unknown.mid,1830,Romantic
399,Chopin,mazurka_68_1_(c)yogore.mid,1830,Romantic
400,Chopin,etude_10_4_(c)finley.mid,1830,Romantic
401,Chopin,etude_10_10_(c)unknown.mid,1830,Romantic
402,Chopin,etude_10_8_(c)unknown.mid,1830,Romantic
403,Chopin,etude_10_3_(c)oguri.mid,1830,Romantic
404,Chopin,etude_25_1_(c)unknown.mid,1830,Romantic
405,Chopin,50654a_nocturne_op_15_no_2_(nc)smythe.mid,1830,Romantic
406,Chopin,nocturne_15_1_(c)finley.mid,1830,Romantic
407,Chopin,mazurka_7_1_(c)yogore.mid,1830,Romantic
408,Chopin,etude_10_2_(c)unknown.mid,1830,Romantic
409,Chopin,nocturne_op_9_1_2979_r_(nc)smythe.mid,1830,Romantic
410,Chopin,chopin_Ballade_No.1_Op.23.mid,1831,Romantic
411,Chopin,mazurka_24_3_(c)yogore.MID,1833,Romantic
412,Chopin,mazurka_24_4_(c)yogore.MID,1833,Romantic
413,Schumann,carnaval_9_(c)finley.mid,1833,Romantic
414,Schumann,sonate_22_2_(c)lefeldt.mid,1833,Romantic
415,Schumann,sonate_22_1_(c)lefeldt.mid,1833,Romantic
416,Chopin,nocturne_15_3_(c)unknown.mid,1833,Romantic
417,Chopin,fantasie_impromptu_op_66_6058_d_(nc)smythe.mid,1834,Romantic
418,Chopin,mazurka_67_4_(c)yogore.mid,1835,Romantic
419,Chopin,mazurka_67_3_(c)yogore.MID,1835,Romantic
420,Chopin,nocturne_27_1_(c)inoue.mid,1835,Romantic
421,Chopin,mazurka_67_2_(c)yogore.MID,1835,Romantic
422,Chopin,nocturne_27_2_(c)inoue.mid,1835,Romantic
423,Schumann,fantasie_17_3_(c)oguri.mid,1836,Romantic
424,Schumann,arabesque_(c)yogore.mid,1836,Romantic
425,Schumann,fantasie_17_2_(c)oguri.mid,1836,Romantic
426,Schumann,fantasie_17_1_(c)oguri.mid,1836,Romantic
427,Chopin,3562w_impromptu_a_flat_major_op_29_(nc)smythe.mid,1837,Romantic
428,Liszt,liszt_grand_etudes_3_(c)yogore.mid,1837,Romantic 
429,Chopin,64833a_nocturne_op_32_no_1_b_major_(nc)smythe.mid,1837,Romantic
430,Chopin,nocturne_32_2_(c)unknown.mid,1837,Romantic
431,Chopin,mazurka_30_3_(c)yogore.MID,1837,Romantic
432,Liszt,liszt_grand_etudes_6_(c)yogore.mid,1837,Romantic 
433,Liszt,liszt_grand_etudes_4_(c)yogore.mid,1837,Romantic 
434,Liszt,liszt_grand_etudes_2_(c)yogore.mid,1837,Romantic 
435,Chopin,mazurka_30_2_(c)yogore.MID,1837,Romantic
436,Liszt,liszt_grand_etudes_1_(c)yogore.mid,1837,Romantic 
437,Liszt,liszt_grand_etudes_5_(c)yogore.mid,1837,Romantic 
438,Schumann,schumann_68311a_kreisleriana_(nc)smythe.mid,1838,Romantic
439,Schumann,schumann_kinderszenen_15_5_(c)harfesoft.mid,1838,Romantic
440,Chopin,mazurka_33_4_(c)unknown.mid,1838,Romantic
441,Chopin,mazurka_41_2_(c)yogore.MID,1838,Romantic
442,Chopin,mazurka_41_1_(c)yogore.MID,1838,Romantic
443,Chopin,nocturne_37_1_(c)unknown.mid,1838,Romantic
444,Schumann,schumann_kinderszenen_15_1_(c)harfesoft.mid,1838,Romantic
445,Liszt,liszt_annees_de_pelerinage_premiere_suisse_2_(c)yogore.mid,1838,Romantic 
446,Liszt,liszt_annees_de_pelerinage_premiere_suisse_5_(c)yogore.mid,1838,Romantic 
447,Schumann,schumann_kinderszenen_15_3_(c)harfesoft.mid,1838,Romantic
448,Liszt,liszt_annees_de_pelerinage_premiere_suisse_1_(c)yogore.mid,1838,Romantic 
449,Liszt,liszt_annees_de_pelerinage_premiere_suisse_3_(c)yogore.mid,1838,Romantic 
450,Schumann,schumann_kinderszenen_15_2_(c)harfesoft.mid,1838,Romantic
451,Schumann,schumann_kinderszenen_15_4_(c)harfesoft.mid,1838,Romantic
452,Liszt,liszt_annees_de_pelerinage_premiere_suisse_4_(c)yogore.mid,1838,Romantic 
453,Chopin,etude_nouvelles_1_(c)unknown.mid,1839,Romantic
454,Chopin,chopin_Ballade_No.2_Op.38.mid,1839,Romantic
455,Schumann,nachtstucke_23_1_(c)lefeldt.mid,1839,Romantic
456,Schumann,nachtstucke_23_2_(c)lefeldt.mid,1839,Romantic
457,Chopin,nocturne_37_2_(c)unknown.mid,1839,Romantic
458,Chopin,chopin_Ballade_No.3_Op.47.mid,1841,Romantic
459,Chopin,nocturne_48_1_(c)unknown.mid,1841,Romantic
460,Chopin,chopin_Ballade_No.4_Op.52.mid,1842,Romantic
461,Chopin,58486a_nocturne_op_55_no_1_(nc)smythe.mid,1842,Romantic
462,Chopin,mazurka_50_3_(c)yogore.mid,1842,Romantic
463,Chopin,mazurka_50_2_(c)yogore.mid,1842,Romantic
464,Chopin,impromptu_51_(c)finley.mid,1842,Romantic
465,Chopin,berceuse_Op.57.mid,1844,Romantic
466,Schumann,fugue_72_1_(c)yogore.mid,1845,Romantic
467,Schumann,fugue_72_3_(c)yogore.mid,1845,Romantic
468,Schumann,fugue_72_4_(c)yogore.mid,1845,Romantic
469,Chopin,mazurka_59_2_(c)yogore.mid,1845,Romantic
470,Chopin,barcarolle_Op.60_(c)oguri.mid,1845,Romantic
471,Chopin,mazurka_59_1_(c)yogore.mid,1845,Romantic
472,Schumann,fugue_72_2_(c)yogore.mid,1845,Romantic
473,Chopin,mazurka_63_2_(c)yogore.mid,1846,Romantic
474,Chopin,mazurka_63_3_(c)yogore.mid,1846,Romantic
475,Chopin,nocturne_62_1_(c)finley.mid,1846,Romantic
476,Liszt,63253a_ballade_No.1_S.170_d_flat_(nc)smythe.mid,1848,Romantic 
477,Brahms,brahms_scherzo_Op.4.mid,1851,Romantic
478,Brahms,brahms_piano_sonata_No.2_Op.2.mid,1852,Romantic
479,Brahms,brahms_piano_sonata_No.1_Op.1.mid,1852,Romantic
480,Schumann,fugue_126_7_(c)yogore.mid,1853,Romantic
481,Schumann,fugue_126_2_(c)yogore.mid,1853,Romantic
482,Schumann,fugue_126_4_(c)yogore.mid,1853,Romantic
483,Schumann,fugue_126_5_(c)yogore.mid,1853,Romantic
484,Schumann,fugue_126_1_(c)yogore.mid,1853,Romantic
485,Brahms,brahms_piano_sonata_No.3_Op.5.mid,1853,Romantic
486,Schumann,fugue_126_3_(c)yogore.mid,1853,Romantic
487,Schumann,fugue_126_6_(c)yogore.mid,1853,Romantic
488,Brahms,brahms_four_ballades_Op.10_No.2.mid,1854,Romantic
489,Brahms,brahms_four_ballades_Op.10_No.3.mid,1854,Romantic
490,Brahms,brahms_four_ballades_Op.10_No.1.mid,1854,Romantic
491,Brahms,brahms_four_ballades_Op.10_No.4.mid,1854,Romantic
492,Brahms,brahms_variations_on_a_theme_by_Robert_Schumann_Op.9.mid,1854,Romantic
493,Brahms,hungarian_dance_2_(c)yogore.mid,1858,Romantic
494,Brahms,hungarian_dance_9_(c)yogore.mid,1858,Romantic
495,Brahms,hungarian_dance_21_(c)yogore.mid,1858,Romantic
496,Brahms,hungarian_dance_4_(c)yogore.mid,1858,Romantic
497,Brahms,hungarian_dance_19_(c)yogore.mid,1858,Romantic
498,Brahms,hungarian_dance_20_(c)yogore.mid,1858,Romantic
499,Brahms,hungarian_dance_3_(c)yogore.mid,1858,Romantic
500,Brahms,hungarian_dance_7_(c)yogore.mid,1858,Romantic
501,Brahms,hungarian_dance_12_(c)yogore.mid,1858,Romantic
502,Brahms,hungarian_dance_16_(c)yogore.mid,1858,Romantic
503,Brahms,hungarian_dance_13_(c)yogore.mid,1858,Romantic
504,Brahms,hungarian_dance_17_(c)yogore.mid,1858,Romantic
505,Brahms,hungarian_dance_11_(c)yogore.mid,1858,Romantic
506,Brahms,hungarian_dance_10_(c)yogore.mid,1858,Romantic
507,Brahms,hungarian_dance_14_(c)yogore.mid,1858,Romantic
508,Brahms,hungarian_dance_1_(c)yogore.mid,1858,Romantic
509,Brahms,hungarian_dance_18_(c)yogore.mid,1858,Romantic
510,Brahms,hungarian_dance_8_(c)yogore.mid,1858,Romantic
511,Brahms,hungarian_dance_6_(c)yogore.mid,1858,Romantic
512,Brahms,hungarian_dance_5_(c)yogore.mid,1858,Romantic
513,Brahms,hungarian_dance_15_(c)yogore.mid,1858,Romantic
514,Brahms,brahms_Theme_and_Variations_in_D_minor_Op.18b.mid,1860,Romantic
515,Brahms,brahms_variations_and_fugue_on_a_theme_by_Handel_Op.24.mid,1861,Romantic
516,Saint_Saens,saint_saens_mazurka_21_(c)yogore.mid,1862,Romantic Post-romantic 20th-century
517,Brahms,brahms_Etudes_for_Piano_Variations_on_a_Theme_of_Paganini_Op.35.mid,1862,Romantic
518,Grieg,grieg_piece_12_1_(c)oguri.mid,1864,Romantic Post-romantic
519,Brahms,brahms_walts_Op.39_No.13.mid,1865,Romantic
520,Brahms,brahms_walts_Op.39_No.16.mid,1865,Romantic
521,Brahms,brahms_walts_Op.39_No.5.mid,1865,Romantic
522,Brahms,brahms_walts_Op.39_No.10.mid,1865,Romantic
523,Brahms,brahms_walts_Op.39_No.11.mid,1865,Romantic
524,Brahms,brahms_walts_Op.39_No.6.mid,1865,Romantic
525,Brahms,brahms_walts_Op.39_No.15.mid,1865,Romantic
526,Brahms,brahms_walts_Op.39_No.14.mid,1865,Romantic
527,Brahms,brahms_walts_Op.39_No.1.mid,1865,Romantic
528,Brahms,brahms_walts_Op.39_No.4.mid,1865,Romantic
529,Brahms,brahms_walts_Op.39_No.2.mid,1865,Romantic
530,Brahms,brahms_walts_Op.39_No.7.mid,1865,Romantic
531,Grieg,grieg_sonata_in_e_minor_op_7_(hisamori).mid,1865,Romantic Post-romantic
532,Brahms,brahms_walts_Op.39_No.9.mid,1865,Romantic
533,Brahms,brahms_walts_Op.39_No.8.mid,1865,Romantic
534,Brahms,brahms_walts_Op.39_No.12.mid,1865,Romantic
535,Brahms,brahms_walts_Op.39_No.3.mid,1865,Romantic
536,Saint_Saens,saint_saens_mazurka_24_(c)yogore.mid,1871,Romantic Post-romantic 20th-century
537,Brahms,brahms_8_Piano_Pieces_Op.76_No.2.mid,1871,Romantic
538,Brahms,brahms_8_Piano_Pieces_Op.76_No.1.mid,1871,Romantic
539,Saint_Saens,saint_saens_menuet_56_(c)yogore.mid,1872,Romantic Post-romantic 20th-century
540,Tchaikovsky,tchaikovsky_6_Pieces_Op.19_No.6.mid,1873,Romantic
541,Tchaikovsky,tchaikovsky_6_Morceaux_Op.21_No.2.mid,1873,Romantic
542,Tchaikovsky,tchaikovsky_6_Morceaux_Op.21_No.5.mid,1873,Romantic
543,Tchaikovsky,tchaikovsky_6_Morceaux_Op.21_No.4.mid,1873,Romantic
544,Tchaikovsky,tchaikovsky_6_Pieces_Op.19_No.4.mid,1873,Romantic
545,Tchaikovsky,tchaikovsky_6_Pieces_Op.19_No.3.mid,1873,Romantic
546,Tchaikovsky,tchaikovsky_6_Morceaux_Op.21_No.3.mid,1873,Romantic
547,Tchaikovsky,tchaikovsky_6_Pieces_Op.19_No.5.mid,1873,Romantic
548,Tchaikovsky,tchaikovsky_6_Pieces_Op.19_No.1.mid,1873,Romantic
549,Tchaikovsky,tchaikovsky_6_Morceaux_Op.21_No.1.mid,1873,Romantic
550,Tchaikovsky,tchaikovsky_6_Pieces_Op.19_No.2.mid,1873,Romantic
551,Tchaikovsky,tchaikovsky_6_Morceaux_Op.21_No.6.mid,1873,Romantic
552,Mussorgsky,mussorgsky_pictures_at_an_exhibition_No.7_Il_mercato_di_Limoges-Catacombae.mid,1874,Romantic 
553,Mussorgsky,mussorgsky_pictures_at_an_exhibition_No.5_Passeggiata-Balletto_dei_pulcini_nei_loro_gusci.mid,1874,Romantic 
554,Mussorgsky,mussorgsky_pictures_at_an_exhibition_No.9_Baba_Yaga-La_grande_porta_di_Kiev.mid,1874,Romantic 
555,Mussorgsky,mussorgsky_pictures_at_an_exhibition_No.3_Passeggiata-Tuileries.mid,1874,Romantic 
556,Mussorgsky,mussorgsky_pictures_at_an_exhibition_No.8_Cum_Mortuis_in_lingua_mortua.mid,1874,Romantic 
557,Mussorgsky,mussorgsky_pictures_at_an_exhibition_No.1_Passeggiata-Gnomus.mid,1874,Romantic 
558,Mussorgsky,mussorgsky_pictures_at_an_exhibition_No.4_Bydlo.mid,1874,Romantic 
559,Mussorgsky,mussorgsky_pictures_at_an_exhibition_No.6_Samuel_Goldenberg_et_Schmuyle.mid,1874,Romantic 
560,Mussorgsky,mussorgsky_pictures_at_an_exhibition_No.2_Passeggiata-Il_vecchio_castello.mid,1874,Romantic 
561,Tchaikovsky,tchaikovsky_the_seasons_Op.37_6_Jun.mid,1875,Romantic
562,Tchaikovsky,tchaikovsky_the_seasons_Op.37_7_July.mid,1875,Romantic
563,Tchaikovsky,tchaikovsky_the_seasons_Op.37_2_Feb.mid,1875,Romantic
564,Tchaikovsky,tchaikovsky_the_seasons_Op.37_4_Apr.mid,1875,Romantic
565,Tchaikovsky,tchaikovsky_the_seasons_Op.37_5_May.mid,1875,Romantic
566,Tchaikovsky,tchaikovsky_the_seasons_Op.37_1_Jan.mid,1875,Romantic
567,Tchaikovsky,tchaikovsky_the_seasons_Op.37_8_Aug.mid,1875,Romantic
568,Tchaikovsky,tchaikovsky_the_seasons_Op.37_3_Mar.mid,1875,Romantic
569,Grieg,grieg_ballade_in_g_minor_op_24_(hisamori).mid,1875,Romantic Post-romantic
570,Tchaikovsky,tchaikovsky_the_seasons_Op.37_12_Dec.mid,1875,Romantic
571,Tchaikovsky,tchaikovsky_the_seasons_Op.37_11_Nov.mid,1875,Romantic
572,Tchaikovsky,tchaikovsky_the_seasons_Op.37_9_Sep.mid,1875,Romantic
573,Tchaikovsky,tchaikovsky_the_seasons_Op.37_10_Oct.mid,1875,Romantic
574,Rimsky_Korsakov,rimsky_korsakov_Op.15_Three_pieces_Romance.mid,1875,Romantic Post-romantic
575,Dvorak,dvorak_dumka_35_(c)yogore.mid,1876,Romantic Post-romantic
576,Dvorak,theme_and_variations_36_(c)yogore.mid,1876,Romantic Post-romantic
577,Rimsky_Korsakov,rimsky-korsakov-op11-2_4_Morceaux_Novelette.mid,1877,Romantic Post-romantic
578,Rimsky_Korsakov,rimsky-korsakov-op11-1_4_Morceaux_Impromptu.mid,1877,Romantic Post-romantic
579,Rimsky_Korsakov,rimsky-korsakov-op11-4_4_Morceaux_Etude.mid,1877,Romantic Post-romantic
580,Saint_Saens,etudes_52-5_(c)yogore.mid,1877,Romantic Post-romantic 20th-century
581,Saint_Saens,etudes_52-2_(c)yogore.mid,1877,Romantic Post-romantic 20th-century
582,Grieg,grieg_piece_38_1_(c)oguri.mid,1877,Romantic Post-romantic
583,Saint_Saens,etudes_52-3_(c)yogore.mid,1877,Romantic Post-romantic 20th-century
584,Saint_Saens,etudes_52-4_(c)yogore.mid,1877,Romantic Post-romantic 20th-century
585,Saint_Saens,etudes_52-6_(c)yogore.mid,1877,Romantic Post-romantic 20th-century
586,Saint_Saens,etudes_52-1_(c)yogore.mid,1877,Romantic Post-romantic 20th-century
587,Rimsky_Korsakov,rimsky-korsakov-op11-3_4_Morceaux_Scherzino.mid,1877,Romantic Post-romantic
588,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.11.mid,1878,Romantic
589,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.1.mid,1878,Romantic
590,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.22.mid,1878,Romantic
591,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.20.mid,1878,Romantic
592,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.12.mid,1878,Romantic
593,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.3.mid,1878,Romantic
594,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.15.mid,1878,Romantic
595,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.21.mid,1878,Romantic
596,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.4.mid,1878,Romantic
597,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.10.mid,1878,Romantic
598,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.5.mid,1878,Romantic
599,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.3.mid,1878,Romantic
600,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.6.mid,1878,Romantic
601,Busoni,busoni_racconti_fantastici_Op.12_No.1_duel_(c)yogore.mid,1878,Modern 20th-century
602,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.10.mid,1878,Romantic
603,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.19.mid,1878,Romantic
604,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.1.mid,1878,Romantic
605,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.2.mid,1878,Romantic
606,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.6.mid,1878,Romantic
607,Busoni,busoni_racconti_fantastici_Op.12_No.2_klein_zaches_(c)yogore.mid,1878,Modern 20th-century
608,Rimsky_Korsakov,rimsky_korsakov_Op.10_Six_variations_of_bach_No.3.mid,1878,Romantic Post-romantic
609,Rimsky_Korsakov,rimsky_korsakov_Op.10_Six_variations_of_bach_No.1.mid,1878,Romantic Post-romantic
610,Busoni,busoni_racconti_fantastici_Op.12_No.3_cavern_of_steenfoll_(c)yogore.mid,1878,Modern 20th-century
611,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.8.mid,1878,Romantic
612,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.2.mid,1878,Romantic
613,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.9.mid,1878,Romantic
614,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.5.mid,1878,Romantic
615,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.18.mid,1878,Romantic
616,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.8.mid,1878,Romantic
617,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.16.mid,1878,Romantic
618,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.13.mid,1878,Romantic
619,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.9.mid,1878,Romantic
620,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.7.mid,1878,Romantic
621,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.24.mid,1878,Romantic
622,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.23.mid,1878,Romantic
623,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.7.mid,1878,Romantic
624,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.11.mid,1878,Romantic
625,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.17.mid,1878,Romantic
626,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.14.mid,1878,Romantic
627,Tchaikovsky,tchaikovsky_album_for_the_young_Op.39_No.4.mid,1878,Romantic
628,Tchaikovsky,tchaikovsky_12_morceaux_Op.40_No.12.mid,1878,Romantic
629,Dvorak,silhouettes_05_(c)yogore.mid,1879,Romantic Post-romantic
630,Dvorak,silhouettes_03_(c)yogore.mid,1879,Romantic Post-romantic
631,Dvorak,silhouettes_09_(c)yogore.mid,1879,Romantic Post-romantic
